text,employment
"주먹구구식 디자인이 아닌, 체계적인 UX/UI 디자인 프로젝트를 완성해보고 싶습니다. 비전공자인 저는 독학으로 시작해 그 다음에는 팀 프로젝트로, 나아가 졸업 후 최근까지는 스타트업 초기멤버로 6개월 정도 근무하며 UXUI 디자이너로서 성장해왔습니다. 그러나 아직까지 UX/UI 디자인에 대한 갈증이 해소되지 않았습니다. 스타트업에서 프로덕트 디자이너로 근무하며 앱 출시, 개선, 리서치, 디자인 시스템 구축 등 실무에서 다양한 경험을 해보고자 스스로 여러 가지 시도를 해보았습니다. 그러나 디자이너가 혼자이다 보니 제대로 하고 있는 건지 판단하기도 어려웠으며, 모르는 것이 생겼을 때 도움을 받을 수 없다는 점이 답답했습니다. 또한 이론을 실무에 어떻게 적용해야 할지 몰라 많이 방황하기도 했습니다. 되돌아보니 아직까지 지식과 경험이 부족한 상태라는 것을 깨달을 수 있었고, 이에 파편처럼 흩어져 있는 지식들을 디자인스쿨에서 처음부터 하나씩 제대로, 견고하게 쌓아보고자 지원하게 되었습니다.",
" UX에 대한 깊이있고 효과적인 학습을 위해 디자인 스쿨을 지원했습니다. 퇴사 후, 제가 무엇을 잘하고 좋아하는지를 고민했습니다. 그 과정에서 사용자의 목소리에 귀 기울여 그들의 문제를 해결하는 UX/UI에 대한 흥미를 발견하게 되었습니다. 제가 가진 타인의 입장을 이해하는 공감력과, 세부적인 오류를 발견하는 꼼꼼함이 UX/UI 분야에 잘 부합할 것이라는 확신이 들었습니다. 

 이에, 바로 UX/UI에 대한 학습을 시작했습니다. 유튜브로 관련 영상을 탐색하고, Udemy 교육 사이트에서 수업을 수강하며, 도서관에서 UX/UI 서적을 찾아 읽었습니다. 그러나, 이 분야의 지식은 방대해서 혼자서 준비하기에는 한계가 있음을 느꼈습니다.

 그러던 중 TECHIT 디자인 스쿨을 알게 되었고, 강사님들에 대한 긍정적인 후기와 인턴십 기회 제공에 크게 매료되었습니다. TECHIT 디자인 스쿨과 함께라면, UX 전문가로 나아가는 첫걸음을 탄탄하게 밟을 수 있을 것이라고 생각해 지원했습니다.",success
"저는 전반적인 문제 정의부터 문제 해결까지의 프로세스를 깊게 이해하고, 전문적인 지도하에 다양한 프로젝트를 경험하고자 테킷 디자인 스쿨 2기에 지원합니다. 저는 문제점 도출과 해결을 통해 더 나은 서비스를 제공하는 UX/UI 디자인에 매력을 느끼게 되어, 온라인 강의와 서적을 통해 UX/UI 디자인에 대한 기초를 쌓았습니다. 이러한 학습 방법을 통해 기본 개념은 습득할 수 있었지만, 더 공부할수록 멘토의 경험과 체계적인 커리큘럼에 따른 학습의 필요성을 지속적으로 느꼈습니다. 이에, 디자인 스쿨의 체계적인 커리큘럼과 다양한 강의들을 통해서 높은 실무 능력을 효과적으로 갖추고, 디자인 방법론을 토대로 다양한 프로젝트 경험을 희망합니다.
",
"안녕하세요 저는 순수미술을 전공하고 새로운 것을 창작하는 것을 좋아하는 평범한 직장인입니다. 원래는 미술학원 강사, 미술공방 강사, 디자이너, 캐릭터 디자인 프리랜서로 일하였으며 지금 일하고 있는 회사에서 디자인과 홈페이지 관리 를 하다가 회사 업무 증진을 위해 독학으로 웹디자인과 코딩을 하였었는데 전공분야가 아닌 다른 분야로도 무언가를 디자인하고 만들어 내는일에 흥미가 있어졌습니다. 시대가 빠르게 변화하면서 AI가 발달하고 AI가 그림을 그리고 음악을 만들어 내는 세상에서 누군가는 예술가가 설자리가 없다고 할때 저는 위기를 기회로 만들어 빠르게 흘러가는 과학기술들에 이용당하지 않고 활용할수있는 사람이 되고 싶어서 디자인 스쿨을 신청 하게 되었습니다. 보다 더 심층 깊은 교육을 통해서 UX/ UI 를 잘 활용할 수 있는 디자이너가 되고 싶습니다!",
"대학교 교양 수업을 들으며 사용자의 편의성을 분석하여 이를 개선하는 팀프로젝트를 진행한 적이 있었습니다.
노년 계층의 키오스크 사용 시 어려움을 분석하고, 이를 해결하기 위해 키오스크 디자인을 개선하는 활동을 하며, 이것이 ui/ux 디자인이라는 것을 알게 되었습니다. 이 수업을 통해 ui/ux 디자인에 관심이 생기게 되었고, 진로와 관련된 흥미가 생기게 되었습니다.
이에 자연스럽게 조금 더 자세하고 심화된 과정을 학습하고 싶다는 생각이 들어 여러 프로그램을 찾아보던 중, 멋쟁이 사자처럼 테킷 디자인 스쿨을 알게 되었고, 수업 진행 방식과 프로젝트들이 저에게 많은 경험과 도움이 될 것 같아 이를 신청하게 되었습니다.",
"안녕하세요! 
저는 홍익대학교 디자인영상학부에서 영상을 전공했지만 수업을 듣고 현장을 경험하며 전공이 저와 맞지 않다는 판단을 했고, 다른 디자인들과는 달리 단순히 예쁘기만 한 것이 아니라 논리와 데이터에 기반해서 유저와 소통하는 디자인을 한다는 것에 매력을 느껴 UX/UI 디자이너를 꿈꾸게 되었습니다.

책과 온라인 강의, 아티클을 찾아보며 혼자 공부를 하다가 한계를 느껴 함께 공부하고 협업할 수 있는 동료들, 모르는 부분들을 여쭤보고 새로운 것들을 배울 수 있는 멘토분들의 필요성을 절실하게 느꼈습니다. 
그러다 테킷 디자인스쿨을 알게 되었고. 독학으로는 채워지지 않는 부족한 부분들과 답답함을 채울 수 있겠다는 기대를 하게 되었습니다.

마지막 학기가 끝나고 졸업을 앞두고 있는 지금, 테킷 디자인스쿨에 참여해 체계적으로 공부하고 좋은 동료들과 협업해 다양한 프로젝트를 진행하며 탄탄한 포트폴리오를 만들 수 있다면 앞으로 UX/UI 디자이너가 되는 데에 든든한 도움이 될 것 같습니다.",
"어릴 적부터 제가 디자인한 프로젝트로 사람들에게 도움이 되는 사람이 되고자 했습니다. 그래서 사람들이 실질적으로 사용하는 공간을 디자인하고자 건축학으로 진학했습니다. 여러 설계 프로젝트 과정을 통해, 공간을 설계하는 것보다 프로젝트 개요, 도면 및 3D 이미지를 1페이지로 압축한 건축 패널을 디자인하는 것에 흥미를 느꼈습니다. 특히 그래픽 디자인을 이용해 이미지가 사람들에게 어떻게 보일지 관람자의 입장에서 생각하며 디자인하는 것이 제 꿈과 유사하다고 생각했습니다.
그래서 새로운 방향성에 대해 고민하던 중, UX/UI 디자이너를 발견했고 그 순간 제가 진정으로 가야 할 길을 찾았다고 생각했습니다.
여러 UX/UI 교육을 검색하며 눈에 띈 과정이 테킷 디자인 스쿨이었습니다. 기초뿐 아니라 실무에 관련된 실질적인 커리큘럼, 프로젝트의 알찬 내용과 더불어 1기를 수료한 분들의 후기와 결과물을 보며 이 과정을 수료하면 성장할 수 있겠다는 확신이 들어 테킷 디자인 스쿨에 지원했습니다. ",success
"안녕하세요.

저는 그래픽 디자인에서 UXUI 디자인 직무로 전향을 희망하는 최희정입니다.

업무에서, 제품과 서비스의 성공은 사용자들이 느끼는 만족도와 직결되는 것을 몸소 깨달았습니다. UX/UI 디자인은 제품 또는 서비스의 핵심적인 부분으로, 사용자들에게 긍정적이고 효율적인 경험을 제공함으로써 기업의 성과를 높일 수 있습니다. 이에 더해, 디자인 스쿨 에서는 현업에서 바로 사용할 수 있는 실무 지식을 제공하고, 프로젝트를 통한 경험을 쌓을 수 있는 환경을 제공한다는 것을 알게 되었고, 저에게 좋은 기회로 다가왔습니다.

디자인 스쿨에서의 공부를 통해 부족한 부분을 채우고 더 나은 UXUI 디자이너로서 나아가기 위해 지원하게 되었습니다. 지속적인 학습과 도전을 통해 높은 수준의 UX/UI 디자이너로 성장하고, 현업에서 기업과 사용자 모두에게 가치를 제공하는 디자인을 만들어 나가고 싶습니다.",success
" [디자이너는 다시 저의 꿈이 되었고, UX/UI 디자이너로의 성공적인 커리어 전환을 위해 지원하게 되었습니다.]
 기억이 나지 않을 만큼 어린 시절부터, 제 꿈은 디자이너였습니다. 이공계학생이었지만, 산업디자인 전공을 선택했고, 학력 및 여러 현실적인 벽에 부딪히며 공대에 진학해 취업까지 하게 되었습니다. 하지만 마음 한 구석에는 예술/디자인에 대한 갈증이 심했습니다. 현재 직무를 수행하며 알게 된 저의 업무 성향을 기반으로 UX/UI 디자이너의 꿈을 갖게 되었습니다. 안내, 프로젝트를 할 때 임직원들의 자발적 참여를 끌어내기 위해 독자의 입장에서 끊임없이 고민했고, 간단한 안내라도 독자가 이해하기 편한지 꼼꼼한 검토와 고민의 과정을 거쳤습니다. 
 공학을 전공했기 때문에, 분석적 사고 및 논리를 기반으로 한 의사결정 과정이 익숙하고, 언제나 디자인 분야에 대한 갈증이 심했던 저에게 UX/UI 의 분야는 호기심을 자극했고, 깊게 접할수록 단순한 호기심은 확신으로 변했습니다. ",
"UI/UX 디자인 국비지원 온라인 강의를 알아보던 중 사전 학습을 위한 VOD 제공과, 미적 감각이 없어도 인정받는 UI 디자인이라는 문구가 현재 제가 추구하는 디자인과 비슷하여 해당 문구에 끌렸습니다. 그리고 해당 강의의 상세 커리큘럼을 살펴보았습니다. 그중에서 UI 전략 리서치&분석, UI 전략서 제작 등 기획적인 강의와 제가 다녔던 회사에서도 
경험하지 못했던 Usability Test, 설문조사와 심층 인터뷰 등 꼭 해보고 싶은 경험입니다. 또한 희망기업 JD 분석으로 현실적인 피드백이 가능할 것 같아 지원하게 되었습니다.
과거 2016 NCS 디자인 강의 및 NCS 2017 퍼블리싱 강의를 빠짐없이 수료하였고 개인 사비를 들여 디자인 학원도 8개월 동안 일과 병행하면서 다녔던 경험이 있습니다. 이번 강의 또한 열심히 학습할 각오가 되어있습니다.",success
"고등학생 때부터 디자이너가 되고 싶은 꿈을 품었습니다. 그러나 현실적인 이유로 컴퓨터 공학과를 선택해 대학에 진학했습니다. 대학교 3학년이 되어 진로를 구체화하던 중, 제가 정말로 하고 싶은 일을 찾아나가야겠다고 느껴졌고, UI/UX 디자이너가 되기로 결심했습니다.
이후에는 인간 공학과 관련된 다양한 전공 수업을 듣고, 책과 아티클을 통해 이론적인 부분을 쌓아가려고 노력했습니다. 그러나 실제 디자인 작업을 하는 데에는 부족함을 느꼈습니다. 그 후 4주 과정 부트캠프에도 참가해 보았지만. 너무 짧은 시간이었기에 실질적인 스킬 향상에는 한계를 느꼈습니다. 이에 갈피를 잡지 못해 막막해하던 도중, 테킷의 디자인 스쿨을 알게 되었습니다.
본 과정은 5개월 동안 기초부터 실무까지 체계적으로 스킬을 익힐 수 있는 교육 프로그램으로, 저에게 딱 맞는 교육 과정이라고 생각했습니다. 이 과정을 통해 이론 뿐만 아니라 실제 디자인 업무에서 필요한 경험과 능력을 키우고 싶습니다.",success
"저는 학교 수업과 졸업 전시를 통하여 UX/UI 프로젝트를 진행한 적 있는 디자인 전공생입니다. 그러나 대학 수업은 이론보다는 실기에 치중되어 있다 보니, 겉핥기식 UX 수업에서 심화 내용은 배우지 못했습니다. 그렇기에 개인 프로젝트를 진행할 때면 내가 올바른 방향으로 나아가고 있는지에 대한 고민이 있었고, 늘 이론에 대한 목마름을 느끼고 있었습니다. 더 많은 학습이 필요하지만 어디서 어떻게 시작해야 할지 어려움을 겪고 있던 차에, SNS 광고를 통하여 테킷 디자인스쿨을 알게 되었습니다. 디자인 이론만 학습하는 것뿐만이 아니라, 직접 팀을 구성해 스스로 프로젝트를 관리 및 감독할 수 있도록 도와주는 실습형 커리큘럼이 마음에 들었습니다. 테킷의 도움을 받아 팀원들과 함께 퀄리티 높은 결과물로 실무에서도 활용할 수 있는 좋은 포트폴리오를 만들고 싶습니다. 저의 디자인 역량을 한 층 더 강화할 수 있는 좋은 기회가 될 수 있을 것 같아 테킷 디자인스쿨 2기에 지원하게 되었습니다.",
"저는 UX UI가 한 편의 글을 완성하는 것과 유사하다는 생각을 했습니다. 대학에서 국문학을 배우면서, 좋은 글은 무엇일까 고민한 적 있습니다. 다양한 의견이 있겠으나, 저는 중언부언하지 않고 주제를 향해 간결하고 명확하게 나아가는 글이 좋다고 생각합니다. 대학 졸업 이후 진로를 고민하던 와중 UX UI 디자인을 알게 되었습니다. 디지털 사회에 꼭 필요한 직업이겠다는 판단이 섰고, 무엇보다 논리적이고 합리적인 판단 구조를 통해 마치 글을 완성하듯 체계를 이뤄가는 게 저랑 잘 맞겠다고 생각했습니다. 
다만 졸업 직후에는 파주출판도시 산하 기관에서 계약직으로 근무하게 되어 바로 지원하지 못했습니다. 그런데 2023년 12월을 마지막으로 계약이 종료되어, 이전에 생각해둔 UX UI 직군으로 이직해야겠다고 생각했습니다. 여러 곳을 찾던 중에 TECHIT의 수업이 온라인으로 진행되고 포트폴리오도 여러 번 만들어 볼 수 있는 기회도 있는 등 장점이 많아 지원하게 되었습니다. ",
"UX/UI 관심 계기:
대학교에서 UX/UI 관련 강의를 듣고 관심을 가지게 되었습니다. 이후 방학에도 UX/UI 온라인 강의를 여러 개 들으며 공부했습니다. 나중에는 졸업작품으로 애플리케이션을 디자인했고 감사하게도 교내 전공별 대표작 중 하나로 뽑혀 웹사이트에 전시되었습니다. 그 과정에서 교수님들의 도움으로 교내 커뮤니케이션 부서에 제 졸업작품을 발표, 상용화 가능성에 대한 피드백을 받아 볼 수 있었습니다. 

디자인 스쿨 선택 이유:
이후 이번 연도 5월에 졸업하고 취업 준비를 시작했습니다. 그 과정에서 저는 저의 부족한 점들이 보였고 저의 실력과 배운 것을 검증해보고 싶다고 생각했습니다. 비전공자, 부족한 경험치, 멘토의 부재. 이와 같은 상황을 극복하고 앞으로의 방향성을 찾고 싶었습니다. 디자인 스쿨 커리큘럼은 이와 같은 저의 상황에 꼭 필요한 프로그램이라고 생각합니다. 해당 교육을 통해 더 배우고, 실력을 검증하고 보완하며 더 성장하는 기회로 삼고 싶습니다.
",
"저는 현재 작성 중인 포트폴리오를 통해 취업에는 아직 부족함을 느껴 더 체계적인 교육과 프로젝트를 통해 전문성을 향상시키고자 했습니다. 그리고 테킷에서 제공하는 특강과 멘토링을 통해 부족한 부분을 파악하고 보완하고자 합니다. 현재는 취업 준비로 시간이 많이 남아있어, 이 시간을 활용하여 테킷에서의 공부가 동기부여 요인이 될 수 있을것이라 생각했습니다. 또한 기업 프로젝트를 통해 실제 유저 데이터에 접근하고, 더 의미 있는 결과를 도출할 수 있다고 생각해 지원하게되었습니다. ",
"[플랫폼 MD에서 UX/UI 디자이너로 커리어 변경을 꿈꾸다]
쇼핑몰 통합 관리 솔루션 플랫폼에서 MD로 일하며 각 쇼핑몰에 API 프로그램을 사용하여 정보를 전송하였는데 쇼핑몰의 데이터가 각각 다르기 때문에 API 프로그램 내의 UI 수정하는 프로젝트를 진행하였습니다. 프로젝트를 진행하면서 UI 리뉴얼 기획서를 작성해 보고 그 이외에 개선해야 할 방안, 발전시켜야 하는 부분들을 타팀과 협업하여 일을 진행하는 과정에서 UX/UI 디자이너로서의 꿈을 꾸게 되었습니다. 이론과 실무 모두 부족한 저에게 두 부분을 충족시켜 주기 위해서는 디자인 스쿨이 가장 효과적이라 생각하여 지원하게 되었습니다.",
"퇴사 후 UIUX 디자이너로 취업하고 싶어서 비전공자 입장에서 도움이 될 만한 여러 온라인,오프라인 부트캠프를 찾아보았습니다.
그 중 디자인 스쿨이란 곳을 알게 되었고 선택한 이유는 5개월간 주 5일 풀타임으로 교육하는 게 실력을 키우기 위해서는 절대적인 시간이 필요하다는 생각이 들었는데 매일매일 수업하는게 맘에 들었습니다. 또한 유명하신 듀오 톤 강사님들하고 실습과 실무형 중심의 수업으로 배울 수 있는 게 많고 현직 디자이너분들이 멘토로 피드백을 해주시는 게 매우 좋다고 생각되었습니다. 그리고 같은 UX/UI 배우는 동료들과 협력을 통해 팀 프로젝트를 하여 포트폴리오를 만들고 싶습니다.

디자인 스쿨에서 꼭 배워서 UX/UI 디자이너로 취업하고 싶습니다.",
"저는 호텔 경영학을 전공하고 싱가포르 5성급 호텔의 프론트, 주한외국대사관의 마케터로 근무하였습니다. 이후 관광청 전문 마케팅 에이전시에서 국내외 호텔, 국가, 관광지 등을 홍보하면서 올바른 경험 디자인의 중요성을 알게 되었습니다. 경험 디자인을 깊이 배워보고 싶은 생각과 컴포트 존(Comfort zone)을 벗어나고 싶은 동기로 커리어 전환을 도전하게 되었습니다. 

혼자 준비하던 중 테킷 스쿨을 알게 되었고, IT 업계 종사를 꿈꾸는 사람들에게 정말 필요한 실용적인 로드맵을 제공하는 테킷의 프로그램에 참여하고 싶어졌습니다. 궁극적으로는 저도 성공적으로 취업에 성공하여 테킷 스쿨에 도움이 될 수 있는 멘토/연사가 되는 것이 바람입니다. ",success
"안녕하세요, 저는 영상디자인과 디지털아트학을 전공 후 언론사에서 유튜브 관련 업무를 진행했습니다. 재직하며 각 언론사의 컨텐츠를 분석한 것을 토대로 쇼츠 양식을 도입했습니다. 도입 후 2개월 만에 기존 영상 대비 쇼츠 영상의 조회수가 약 1000% 상승하는 등의 성과를 내었습니다.
이와 같이 고객의 경험과 니즈에 대한 고찰이 디자인에 있어 매우 중요하다는 것을 알았고, 자연스레 사용자의 경험을 토대로 디자인하는 UX/UI디자인에 흥미를 갖기 시작했습니다. 우연한 기회를 얻어 UX/UI 디자이너로 약 6개월 정도 작은 회사에서 근무했으나 UX/UI에 대한 업무가 아닌 SNS 콘텐츠 및 사내 자료 디자인 등의 업무를 진행했습니다. 이대로는 UX/UI 디자인에 대한 역량을 발전시키지 못할 것 같아 회사를 나와 새로운 마음으로 디자인을 하고싶어하는 분들과 같이 공부하고 싶어 지원하게 되었습니다. ",
"평소 동경하던 현업의 실무자와 회사의 실무를 기반한 교육을 들을 수 있는 것은 선물과 같은 기회라고 생각하게 되었습니다. 우연히 접하게 된 정다영 대표님의 인터뷰를 통해 디자이너로써의 방향성에 인사이트를 받았었고, 그 회사의 실무는 어떻게 진행이 될까 하던 궁금증을 갖고 있던 차에 디자인스쿨을 알게 되었습니다. UI/UX디자인을 공부 할수록 중요한 것은 대중을 기반으로한 다각도의 디자인씽킹이라는 생각이 들었지만 혼자 공부하는 것에 한계를 느꼈습니다. 서른 살 초반의 나이로 진로를 변경하여 신입으로써 기회가 많지 않다고 여겨지다보니 양질의 학습을 찾아야 한다는 생각을 하게 되었고, 수많은 써치를 통해 다양한 학원과 부트캠프, 교육 커리큘럼을 보게 되었는데 그 중 가장 들어보고 싶은 교육이 테킷의 디자인스쿨이라고 판단 되었습니다. 1기 설명회 영상을 들으며 디자이너로써의 분명한 방향성을 찾는 것에 큰 전환점과 도움이 될 교육이라 여겨져 지원합니다.",
"안녕하세요:) 작은 개발회사에서 3년 동안 웹디자인을 작업한 지원자 이혜선입니다.
회사에서 디자이너는 저 혼자라 의견을 물어볼 곳이나 같은 관점에서 고민할 수 있는 사람이 없었고 구체적인 피드백을 받을 수 있는 환경이 아닌 곳에서 작업을 하다 보니 기획서 없이 급하게만 업무가 진행되어 그동안 작업한 프로젝트들이 이직 시에 경력을 인정받을 수 있을 만한 작업인지 심란한 마음에 학원을 알아보게 되었습니다.

현 업무에 대해서 알고 있는 지식을 재정립하고 몰랐던 새로운 지식과 체계적으로 이루어지는 과정을 배우고 싶고, 이제까지 작업해 온 작업물을 가지고 어떻게 나만의 포트폴리오를 만들어야 하는지 어떤 식으로 정리해야 업무능력을 보여주는 데 효과적일지 또한 도움을 받고 싶어서 지원하게 되었습니다:)",
"미국에서의 인턴 경험을 통해 UX/UI 디자이너로의 성장을 결심해 디자인 스쿨에 지원하였습니다. 대학 시절부터 정보를 가독성 있게 디자인하는 것에 흥미와 재능을 보였고, 펜데믹을 겪으며 불편함 없는 상호작용을 지원하는 UX/UI 설계에 관심을 키워갔습니다. 하지만 해당 직무는 이미 전공생들이 잡고 있을 것이라는 편견에 섣불리 도전하지 못하였습니다. 그러나 미국 스타트업에서 프로젝트 책임을 맡으며 제 진로를 결심하게 되었습니다. 유저 스토리 작성부터 UX/UI 수정까지 모든 작업에서 몰입도를 보이는 저를 보며 본격적으로 프로덕트 디자이너로서의 역량을 기르고 싶어졌습니다.

디자인 스쿨은 기초부터 포트폴리오까지 챙길 수 있어, 비전공자로서 희망 직무를 전환하려는 저에게 가장 적합합니다. 특히 세 개의 파트를 통해 긴 호흡으로 학습을 진행하는 점이 가장 좋다고 생각합니다. 오랫동안 마음에 품었던 만큼, 4개월 동안 집중적으로 학습 내용을 소화하고 역량을 향상시킬 준비가 되어 있습니다.",
" 저는 타 예술 학과 졸업생으로, 학교에서의 다양한 작업 경험은 제가 추상적이고 폭발적인 스케일의 작품을 만들기보다는 단계적 프로세스를 통해 문제를 탐구, 해결하며 재미를 느끼는 사람이라는 것을 깨닫게 해주었습니다. 디자인 이론에 대해 더 공부하고 싶은 마음에 관련 수업을 수강하던 중, ux/ui 디자인 분야를 알게 되었습니다. 전공과는 거리가 있지만 너무나 하고싶던 디자인이라는 생각에 공부를 시작했으나 ux/ui 디자이너로서 갖추어야 할 역량에 대한 구체적인 개념이 부족했습니다. 그러던 중 타 플랫폼에서 정다영 강사님의 디자인 철학을 접하게 되었고, 내가 찾던 그것!이라는 생각에 강의를 수강하는 과정에 있습니다. 기초가 부족하던 저는 강의를 통해 정말 많은 것을 배웠으나, 이제는 이를 바탕으로 한 상호적인 활동의 필요성을 절실히 느끼고 있습니다. 이번 기회로 다양한 실무 경험을 지니신 강사님들의 도움과 함께 성장하고 싶다는 간절한 마음으로 지원하게 되었습니다. ",success
"안녕하세요! 저는 회사가 최근 경영난으로 모든 직원이 권고사직 당한 후, 앞으로 어떻게 취업활동을 해야할까 고민하던 찰나에 해당 강의를 알게되었습니다!
회사에서는 ui적인 업무를 담당하긴했지만 UX적인 실무가 부족했고 UI적으로도 좀 더 많은 피드백이 필요한 상황이었습니다.
해당 강의 커리큘럼을 살펴보니 좋은 디자이너분들에게 받을 강의와 피드백도 들을 수 있다는 점이 저에게 도움이 될 것 같았고, UX적인 내용을 실무 수준으로 진행할 수 있다는 점이 좋았습니다.

그리고 팀별 프로젝트를 진행하면서 팀원들과 소통하면서 디자이너에게 꼭 필요한 자질인 커뮤니케이션 능력도 같이 키울 수 있을 것 같아 도움이 많이 될 것 같습니다. 1월부터 5월까지 꾸준히 수업과 프로젝트를 참여하면 그 이후 성취감을 얻게되고 그 과정 속에서 내면적인 면도 많이 발전할 수 있을 것 같아 지원하였습니다.",
"학부에서 UX 전공 수업 이후, 실사용자를 위한 서비스로 구현 가능한 디자인에 대해 강한 호기심을 느꼈습니다. 먼저 컴퓨터공학 과목을 수강해보며 IT 배경지식을 습득했고, 휴학 후 IT 동아리에서 1년간 활동하며 5건의 해커톤 프로젝트에 참여했습니다. 이처럼 관련 경험들을 통해 UX/UI 디자인 직무와의 적합성에 확신을 가졌지만, 현장 및 실무에서 어떻게 활용 되는지에 대한 궁금증이 있었습니다. 기존 경험을 통해 쌓은 지식에 대해 피드백 받고, 디자인 스쿨 실무 교육을 통해 부족한 부분을 보충해 보고 싶다는 생각이 들었습니다. 프로젝트를 진행하며 값진 경험을 쌓고 UX 전문가로 성장하고자 테킷 디자인 스쿨 2기에 관심을 가지고 지원하게 되었습니다.",success
"편집디자이너로 직장을 다니던 중, 기회가 되어 웹 디자인을 경험하게 되었고 개발자와 소통하여 결과물을 도출한 경험이 있습니다. 이 경험에서 사용자의 편의나 화면을 이루는 구조들의 기능, 전체 서비스의 흐름 등을 고려해야하는 UX/UI 디자인에 흥미가 생겼습니다. 직접 이론과 실기로 기초를 다져 제가 온전히 시행착오와 문제점을 발견하고 해결해나가면서, 결과물을 완성시키고 싶어 지원하게 되었습니다.",success
"대학 졸업 후 워홀을 갔다와서 진로에 대해 고민하던 중, 정말 우연히 머릿속에 웹디자인이라는 분야가 떠올랐고 바로 국비지원을 신청해 웹디자인과정을 들었습니다. 디자인 지식이 없어 진도에 따라가기 벅찼지만 솔직히 스스로도 무엇을 디자인하고싶고 정확한 목표가 없어서 배우는 중에도 많이 헤매고 그저 학원 출석만 하기 바빴습니다. 서브디자이너로 일했지만 플랫폼리뉴얼 프로젝트 도중에 내가 정말 재미있고 하고싶어하는것은 ui/ux디자인인걸 깨달았습니다. 이후 잠시 외국에 나갔다 들어오면서 무조건 ui/ux 공부를 하자고 마음을 먹고, 온라인으로 혼자 공부하고 있지만 자꾸만 나태해지고 스스로를 통제하기 어려워 학원고민을 하던 도중 이 프로그램을 수강한 사람들의 후기를 보았습니다. 너무 힘들지만 정말 질높은 강의와 다른사람들과의 조별과제를 통해 약간의 강제성과 자극을 받으며 멋진 포트폴리오까지 만들 수 있다는 얘기를 듣고 정말 강의를 꼭 듣고싶다고 느꼈습니다.",
" 안녕하세요. 저는 수원과학대학교 산업디자인과를 졸업 후 게임덱스라는 게임회사에서 2021년 11월부터 2022년 3월까지 약 4개월간 웹 디자이너로 근무하였습니다. 
 그 후 UX 디자이너로 직무를 전향하기 위하여 퇴사 후 계원예술대학교 디지털미디어디자인과로 편입을 하였으나 개인 사정상 자퇴를 결정하고 본가로 귀향하여 반도체 공장에서 아르바이트를 하고 있었습니다.

 그러던 와중 마침 집안 사정도 괜찮아지고 테킷 디자인 스쿨 2기가 시작되었다는 소식을 듣게 되었습니다. 테킷
디자인 스쿨에서 5개월간 열심히 수강하고 필수 역량들을 갖추어 꼭 훌륭한 UX디자이너가 되고 싶어서
지원하였습니다.",
"안녕하세요:) 저는 패션과 졸업 후 패션실에서 일하다가 예전부터 디자인툴 사용을 좋아했어서 꼭 디지털디자인분야에서 일해보고싶다는 생각에 디자이너 채용공고를 보고 이직을 하게되었습니다.
하지만 제가 생각했던 디자인을 하는 회사가 아니었고 고민하다가 취미로 네일을 배우고있었는데 네일도 디자인을 하는 직종이었고 나쁘지않을 것 같아서 다시 직종을 변경하여 네일샵1년 근무 후 네일샵을 창업하여 4년간 운영하였습니다.
하지만 여전히 디지털디자인분야에서 일해보고 싶다는 생각이 들었고 아직도 디자인툴을 활용하는게 즐겁습니다! 더 늦기전에 체계적으로 배워보고싶습니다.
감사합니다 :)",
"ux/ui 디자이너가 되고싶어 이에 관한 공부를 준비하고 있던 중, 학교 사이트에 올라와 있는 디자인 스쿨을 보고 지원을 결심하게 되었습니다. 디자인의 기초를 알고 싶기도 했던 마음도 있었으며  아무래도 저는 디자인을 잘 모르는 노베이스의 상태인 비전공자이기 때문에 확실히 배워두고 싶은 마음도 있었기 때문에 지원하게 되었습니다. 처음으로 준비하는 과정에 놓여있기 때문에 막막함 또한 있었는데, 이런 기회가 있어서 감사합니다. ",
" 커뮤니티를 활용하여 수업을 끝까지 수료하고, 전문적인 피드백을 받아 포트폴리오를 완성해 취업에 성공하고 싶어 지원하게 되었습니다. 혼자서 공부하다 보니 같이 공부할 사람이 필요하다고 느꼈습니다. 제가 UX/UI에 대하여 공부를 잘하고 있는지 상담을 받고 싶거나, 다른 사람에게 자극받아서 더 열심히 공부하고 싶은데, 혼자서는 이런 도움을 받기 어려워서 힘들 때가 많았습니다. 현재는 학원에서 팀 프로젝트를 하고 있는데, 12월 말에 수업이 끝나서 1월부터 또 혼자서 공부하게 됩니다.

 이런 이유로 다른 학원에 다닌다면 다른 사람과 소통하기 편하거나, 가능하면 현직 디자이너님으로부터 피드백을 받아 여러 포트폴리오도 만드는 것을 계획하였습니다. 테킷 디자인 스쿨은 디스코드를 이용한 커뮤니티가 있고, 3개의 프로젝트와 평가단까지 준비되어 있어 좋은 기회라 느꼈습니다. 만약 이번 교육에 합격한다면, 학습일지를 공유하는 스터디를 만들어서 열심히 공부하고 싶습니다. ",
